"V1";"V2";"V3";"V4";"V5"
"230";"WD_StdDev";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z"
"231";"WS_Mean";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z"
"232";"FGnum_Avg";"1465996208";"Mauritius Radio Telescope";"2016-03-14T19:55:00Z";"2016-08-12T09:43:00Z"
"233";"GHI_SPN1_A626_Avg";"1465996208";"Mauritius Radio Telescope";"2016-11-07T11:34:00Z";"2017-02-28T14:59:00Z"
"234";"Rain";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z"
"235";"Ri_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z"
"236";"T_DLF4_Avg";"1465996208";"Mauritius Radio Telescope";"2016-11-07T11:34:00Z";"2017-02-28T14:59:00Z"
"237";"Tenc_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z"
"238";"WD_MeanVector";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z"
"239";"DHI_SPN1_A626_Avg";"1465996208";"Mauritius Radio Telescope";"2016-11-07T11:34:00Z";"2017-02-28T14:59:00Z"
"240";"FD_Max";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z"
"241";"FD_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-08-12T09:43:00Z"
"242";"RECORD";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z"
"243";"Text_Max";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z"
"244";"Rain_Avg";"1465996208";"Mauritius Radio Telescope";"2016-03-14T19:54:00Z";"2017-02-28T14:59:00Z"
"245";"Patm_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z"
"246";"WSx_Max";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z"
"247";"RH_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"248";"WD_MeanVector";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-05-06T10:21:00Z"
"249";"FDnum_Avg";"1466078313";"Cilaos Thermes";"0";"0"
"250";"Text_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"251";"WD_StdDev";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"252";"battVolt_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"253";"FGnum_Avg";"1466078313";"Cilaos Thermes";"0";"0"
"254";"Tenc_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"255";"TinDL_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"256";"Rain_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"257";"FG_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"258";"Patm_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"259";"WS_Mean";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"260";"FD_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"261";"Hamount_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"262";"RECORD";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z"
"263";"WD_MeanUnitVector";"1466078313";"Cilaos Thermes";"2013-05-06T10:22:00Z";"2013-06-24T11:41:00Z"
"264";"RH";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z"
"265";"Tenc";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z"
"266";"WD_MeanUnitVector";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z"
"267";"WS_Mean";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z"
"268";"RECORD";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z"
"269";"DHI_SPN1";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z"
"270";"GHI_SPN1";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z"
"271";"Rain";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z"
"272";"WD_StdDev";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z"
"273";"Patm";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z"
"274";"U_batt";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z"
"275";"T_CR";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z"
"276";"Text";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z"
"277";"TinDL_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z"
"278";"battVolt_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z"
"279";"Text_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z"
"280";"RECORD";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z"
"281";"Tenc_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z"
"282";"FDnum_Avg";"1466078467";"Cilaos Bras Sec";"0";"0"
"283";"FD_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z"
"284";"FG_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z"
"285";"FGnum_Avg";"1466078467";"Cilaos Bras Sec";"0";"0"
"286";"GHI_SPN1_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2016-11-10T15:23:00Z"
"287";"DHI_SPN1_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2016-11-10T15:23:00Z"
"288";"T_Coffret_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2016-11-10T15:23:00Z"
"289";"DP_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:38:00Z";"2017-03-14T10:26:00Z"
"290";"U_DLF18_Min";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"291";"T_DLF18_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"292";"GHI_SPN1_A1212_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"293";"WSmax_Max";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"294";"DNI_CHP1_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2017-03-14T10:26:00Z"
"295";"WD_MeanUnitVector";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"296";"WSmax_TMx";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"297";"WD_StdDev";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"298";"WS_Mean";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"299";"GHI_CMP22_Avg";"1510919492";"UR - BSRN";"2016-08-14T17:11:00Z";"2017-03-14T10:26:00Z"
"300";"Rain_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"301";"Text_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"302";"DHI_CMP22_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2017-03-14T10:26:00Z"
"303";"Patm_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"304";"DHI_SPN1_A1212_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"305";"RH_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"306";"Tenc_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z"
"307";"U_018_Min";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z"
"308";"RECORD";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2017-12-13T14:54:00Z"
"309";"DHI_021_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z"
"310";"T_527_Avg";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z"
"311";"UVA_026_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z"
"312";"UE_526_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z"
"313";"DNI_025_Avg";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z"
"314";"GHI_020_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z"
"315";"UVE_026_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z"
"316";"UA_526_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z"
"317";"IR_027_Avg";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z"
"318";"T_218_Avg";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z"
"319";"FGnum_Avg";"1466062510";"Saint Joseph";"0";"0"
"320";"battVolt_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"321";"RH_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"322";"Rain_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"323";"WD_MeanVector";"1466062510";"Saint Joseph";"2013-10-14T09:30:00Z";"2015-06-23T17:06:00Z"
"324";"WD_StdDev";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"325";"Text_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"326";"FG_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"327";"TinDL_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"328";"WS_Mean";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"329";"FD_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"330";"FDnum_Avg";"1466062510";"Saint Joseph";"0";"0"
"331";"Hamount_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"332";"Patm_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"333";"RECORD";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"334";"Tenc_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z"
"335";"WD_MeanUnitVector";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2013-10-14T09:16:00Z"
"336";"Rain_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"337";"Patm_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"338";"ILoad_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"339";"RECORD";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"340";"WD_StdDev";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"341";"Chg_State";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"342";"Chg_TmpC_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"343";"I_in_chg_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"344";"WD_MeanUnitVector";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"345";"WS_Mean";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"346";"Chg_Source";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"347";"Thermoc_Temp_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"348";"SPN1_DHI_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"349";"batt_volt_Min";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"350";"SPN1_GHI_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"351";"Text_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"352";"RH_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"353";"VBatt_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"354";"Ck_Batt";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"355";"Thermoc_PTemp_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"356";"V_in_chg_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"357";"IBatt_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z"
"358";"WD_StdDev";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"359";"FGnum_Avg";"1465986484";"La Possession";"2012-10-11T10:37:00Z";"2018-02-12T09:59:00Z"
"360";"FG_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"361";"FD_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"362";"Text_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"363";"Tenc_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"364";"Patm_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"365";"WS_Mean";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"366";"Hamount_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"367";"Rain_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"368";"WD_MeanUnitVector";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"369";"RH_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"370";"FDnum_Avg";"1465986484";"La Possession";"2012-10-11T10:37:00Z";"2018-02-12T09:59:00Z"
"371";"RECORD";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"372";"battVolt_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"373";"TinDL_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-02-12T09:59:00Z"
"374";"Patm_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"375";"RECORD";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"376";"Tenc_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"377";"WD_MeanVector";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"378";"WS_Mean";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"379";"FG_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"380";"Hamount_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"381";"RH_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"382";"FDnum_Avg";"1466078527";"Bras Panon";"0";"0"
"383";"WD_StdDev";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"384";"battVolt_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"385";"FD_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"386";"FGnum_Avg";"1466078527";"Bras Panon";"0";"0"
"387";"TinDL_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"388";"Text_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"389";"Rain_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z"
"390";"RECORD";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z"
"391";"FD";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z"
"392";"Tcab";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z"
"393";"Tdl";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z"
"394";"FG";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z"
"395";"Text";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z"
"396";"U_DLF_Avg";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z"
"397";"RH_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z"
"398";"WD_StdDev";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z"
"399";"FG_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z"
"400";"Patm_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z"
"401";"FD_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z"
"402";"Text_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z"
"403";"WS_Mean";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z"
"404";"EPLAB_Pyrheliometer_Avg";"1465996107";"Durban";"2013-08-30T16:08:00Z";"2017-10-25T07:25:00Z"
"405";"Rain_mm_Tot";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"406";"SPN1dig_Diffuse_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"407";"AirTC_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"408";"EPLAB_Pyranometer_35622_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"409";"CUV5SlrW_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"410";"CHP1SlrW_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"411";"SPN1dig_Total_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"412";"SPN1dig_Presence";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"413";"BattV_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"414";"CMP11_2SlrW_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"415";"WS_ms_Max";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"416";"CMP11_1SlrW_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"417";"EPLAB_Pyranometer_35662_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"418";"WindDir_D1_WVT";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"419";"BP_mbar_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"420";"WS_ms_S_WVT";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"421";"RECORD";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"422";"RH";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"423";"WindDir_SD1_WVT";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"424";"Batt24V_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"425";"EPLAB_Pyranometer_35663_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z"
"426";"FG_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"427";"Text_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"428";"FGnum_Avg";"1466078597";"Bras Panon";"2013-03-22T09:22:00Z";"2013-03-22T09:32:00Z"
"429";"RECORD";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"430";"Hamount_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"431";"Tenc_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"432";"battVolt_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"433";"FDnum_Avg";"1466078597";"Bras Panon";"2013-03-22T09:22:00Z";"2013-03-22T09:32:00Z"
"434";"Patm_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"435";"WD_StdDev";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"436";"FD_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"437";"Rain_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"438";"WS_Mean";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"439";"TinDL_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"440";"WD_MeanVector";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"441";"RH_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z"
"442";"WD_MeanUnitVector";"1466078597";"Bras Panon";"2013-09-06T11:02:00Z";"2013-10-09T15:52:00Z"
"443";"Patm_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"444";"FG_Max";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"445";"WD_MeanVector";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"446";"TinDL_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"447";"FG_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"448";"FDsec_Std";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z"
"449";"Sun_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"450";"Ri_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"451";"FD_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"452";"RH_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"453";"FG_Std";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"454";"WS_Mean";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"455";"FD_Max";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"456";"Rp_Max";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"457";"FD_Min";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"458";"FDsec_Max";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z"
"459";"isRainReseted";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z"
"460";"WSx_Max";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"461";"RECORD";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"462";"Rain_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"463";"FGsec_Avg";"1466062876";"Le Port Mairie";"2015-06-17T10:09:00Z";"2018-01-29T22:32:00Z"
"464";"FGsec_Min";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z"
