"V1";"V2";"V3";"V4";"V5"
"465";"FG_Min";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"466";"Text_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"467";"Rain_min_Avg";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z"
"468";"battVolt_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"469";"FD_Std";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"470";"FDsec_Avg";"1466062876";"Le Port Mairie";"2015-06-17T10:09:00Z";"2018-01-29T22:32:00Z"
"471";"FGsec_Std";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z"
"472";"FDsec_Min";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z"
"473";"Tenc_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"474";"FGsec_Max";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z"
"475";"WD_StdDev";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z"
"476";"battVolt_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-11-14T09:44:00Z"
"477";"Batt_Volt_Min";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2017-06-26T08:14:00Z"
"478";"DHI_CM11_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"479";"FG";"1465470095";"Saint-Denis Université";"2008-12-20T00:00:00Z";"2012-12-31T23:59:00Z"
"480";"FGnum_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:09:00Z";"2015-11-09T09:39:00Z"
"481";"F_UVA_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"482";"GHI_Skye_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"483";"I_UV_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-11-14T09:44:00Z"
"484";"P3_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z"
"485";"Q_Eau1_Avg";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-09-29T07:28:00Z"
"486";"Rain";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-12-31T23:59:00Z"
"487";"Rain_024_Tot";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2017-07-07T10:14:00Z"
"488";"TencMux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:14:00Z"
"489";"UUV_A_Avg";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2016-09-26T14:29:00Z"
"490";"UUV_E_Avg";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2016-09-26T14:29:00Z"
"491";"U_UVE_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"492";"WD_deg_SD1_WVT";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-09-29T07:28:00Z"
"493";"detPluie_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z"
"494";"Diffus_Avg";"1465470095";"Saint-Denis Université";"2012-03-22T15:57:00Z";"2012-09-29T07:28:00Z"
"495";"FD_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2016-09-26T14:29:00Z"
"496";"Flu_UV_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-11-14T09:44:00Z"
"497";"P1_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z"
"498";"P4_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z"
"499";"Rain_005_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2017-07-07T10:14:00Z"
"500";"RH_Avg";"1465470095";"Saint-Denis Université";"2013-01-31T09:38:00Z";"2017-06-26T08:14:00Z"
"501";"Text";"1465470095";"Saint-Denis Université";"2008-12-20T00:00:00Z";"2012-11-28T11:29:00Z"
"502";"UFGcmp3Mux_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2013-04-23T09:41:00Z"
"503";"WD03002_StdDev";"1465470095";"Saint-Denis Université";"2013-02-08T11:40:00Z";"2015-06-23T14:38:00Z"
"504";"WD_MeanUnitVector";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z"
"505";"WS03002_Mean";"1465470095";"Saint-Denis Université";"2013-02-08T11:40:00Z";"2015-06-23T14:38:00Z"
"506";"Batt_Volt";"1465470095";"Saint-Denis Université";"2012-11-16T15:18:00Z";"2017-06-26T08:14:00Z"
"507";"FDarc_mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:14:00Z"
"508";"FGcmp22Mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-06-23T14:38:00Z"
"509";"FG_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2016-09-26T14:29:00Z"
"510";"Hamount_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-11-14T09:44:00Z"
"511";"intPluie_Avg";"1465470095";"Saint-Denis Université";"2012-11-16T15:18:00Z";"2016-09-26T14:29:00Z"
"512";"Patm";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-12-31T23:59:00Z"
"513";"Sun_Avg";"1465470095";"Saint-Denis Université";"2014-10-09T16:04:00Z";"2015-11-09T09:39:00Z"
"514";"Tdl";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-12-31T23:59:00Z"
"515";"UUV_TEMP_Avg";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2016-09-26T14:29:00Z"
"516";"UVB_Avg";"1465470095";"Saint-Denis Université";"2012-12-19T15:03:00Z";"2013-03-07T13:52:00Z"
"517";"UV_Index_Avg";"1465470095";"Saint-Denis Université";"2015-10-16T16:00:00Z";"2015-11-09T09:39:00Z"
"518";"WD03002_MeanUnitVector";"1465470095";"Saint-Denis Université";"2013-02-08T11:40:00Z";"2015-06-23T14:38:00Z"
"519";"WSsonic_Mean";"1465470095";"Saint-Denis Université";"2013-02-08T15:16:00Z";"2017-06-26T08:14:00Z"
"520";"DHI_SPN1_A931_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"521";"FGcmp3Mux_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:47:00Z";"2015-10-16T14:14:00Z"
"522";"FGskye_Avg";"1465470095";"Saint-Denis Université";"2013-02-08T11:40:00Z";"2015-11-09T09:39:00Z"
"523";"FluGlo1";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-11-28T11:29:00Z"
"524";"GHI_SPN1_A931_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"525";"P0_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z"
"526";"P2_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z"
"527";"P5_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z"
"528";"TempAir_Avg";"1465470095";"Saint-Denis Université";"2013-01-31T09:38:00Z";"2017-06-26T08:14:00Z"
"529";"Tspn1Int_Avg";"1465470095";"Saint-Denis Université";"2013-05-15T11:55:00Z";"2014-10-08T09:43:00Z"
"530";"UVA_Avg";"1465470095";"Saint-Denis Université";"2012-12-19T15:03:00Z";"2013-03-07T13:52:00Z"
"531";"UV_A_Avg";"1465470095";"Saint-Denis Université";"2015-10-16T16:00:00Z";"2015-11-09T09:39:00Z"
"532";"UV_A_mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:15:00Z"
"533";"U_UV_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2015-10-16T14:15:00Z"
"534";"WindDir2";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-11-28T11:29:00Z"
"535";"FluGlo3_Avg";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-08-30T06:02:00Z"
"536";"Global_Avg";"1465470095";"Saint-Denis Université";"2012-03-22T15:57:00Z";"2012-09-29T07:28:00Z"
"537";"Index_UV_Avg";"1465470095";"Saint-Denis Université";"2015-03-20T11:08:00Z";"2015-10-16T14:15:00Z"
"538";"I_UV";"1465470095";"Saint-Denis Université";"2012-11-16T15:18:00Z";"2012-12-19T14:54:00Z"
"539";"P6_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z"
"540";"Tenc";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-12-31T23:59:00Z"
"541";"Tenc_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z"
"542";"T_DLM";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-11-28T11:29:00Z"
"543";"UFGskye_Avg";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2016-09-26T14:29:00Z"
"544";"UV_TEMP_mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:15:00Z"
"545";"UV_X_mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:15:00Z"
"546";"WDsonic_StdDev";"1465470095";"Saint-Denis Université";"2013-02-08T15:16:00Z";"2017-06-26T08:14:00Z"
"547";"WindDir1";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-11-28T11:29:00Z"
"548";"WS_Mean";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z"
"549";"FDarc_Avg";"1465470095";"Saint-Denis Université";"2013-02-05T10:19:00Z";"2013-03-07T13:52:00Z"
"550";"FDnum_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:09:00Z";"2015-11-09T09:39:00Z"
"551";"FluDiffNC_Avg";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-09-29T07:28:00Z"
"552";"P7_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z"
"553";"TinDL_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z"
"554";"UV_TEMP_Avg";"1465470095";"Saint-Denis Université";"2015-10-16T16:00:00Z";"2015-11-09T09:39:00Z"
"555";"U_Skye_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"556";"U_UVA_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"557";"WDsonic_MeanUnitVector";"1465470095";"Saint-Denis Université";"2013-02-08T15:16:00Z";"2017-06-26T08:14:00Z"
"558";"FD";"1465470095";"Saint-Denis Université";"2008-12-20T00:00:00Z";"2012-12-31T23:59:00Z"
"559";"Patm_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z"
"560";"RH";"1465470095";"Saint-Denis Université";"2008-12-20T00:00:00Z";"2012-11-28T11:29:00Z"
"561";"Tspn1Cpu_Avg";"1465470095";"Saint-Denis Université";"2013-05-15T11:55:00Z";"2014-10-08T09:43:00Z"
"562";"T_UVAE_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"563";"WD_StdDev";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2017-06-26T08:14:00Z"
"564";"WindSpd2";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-11-28T11:29:00Z"
"565";"UV_E_Avg";"1465470095";"Saint-Denis Université";"2015-10-16T16:00:00Z";"2015-11-09T09:39:00Z"
"566";"U_CM11_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z"
"567";"U_TinUV_Avg";"1465470095";"Saint-Denis Université";"2012-12-19T15:03:00Z";"2013-03-07T13:52:00Z"
"568";"WD";"1465470095";"Saint-Denis Université";"2008-12-20T00:00:00Z";"2012-12-31T23:59:00Z"
"569";"WS";"1465470095";"Saint-Denis Université";"2008-12-20T00:00:00Z";"2012-12-31T23:59:00Z"
"570";"WSDiag";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2017-06-26T08:14:00Z"
"571";"ClearSkyCoeff_Calc";"1465470095";"Saint-Denis Université";"2017-07-25T07:00:00Z";"2018-02-10T17:59:00Z"
"572";"RH_005_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"573";"WD_000";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"574";"WSn_005_Std";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"575";"Rain_005";"1465470095";"Saint-Denis Université";"2017-07-07T10:15:00Z";"2018-02-12T10:44:00Z"
"576";"DP_005_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T17:18:00Z";"2018-02-12T10:44:00Z"
"577";"DHI_014_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"578";"WD_005";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"579";"WS_000";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"580";"WD_005_StdDev";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"581";"P_005_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"582";"Rain_024";"1465470095";"Saint-Denis Université";"2017-07-07T10:15:00Z";"2018-02-12T10:44:00Z"
"583";"WSm_005_Std";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"584";"WS_005";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"585";"WSm_005_Max";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"586";"WD_000_StdDev";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"587";"U_020_Min";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"588";"T_005_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"589";"T_220_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"590";"P_022_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"591";"RECORD";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2018-02-12T10:44:00Z"
"592";"WSn_005_Min";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"593";"GHI_014_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2018-02-12T10:44:00Z"
"594";"RECORD";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"595";"RH_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"596";"WD_StdDev";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"597";"battVolt_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"598";"FDnum_Avg";"1466062654";"Sainte Rose";"0";"0"
"599";"FGnum_Avg";"1466062654";"Sainte Rose";"0";"0"
"600";"Rain_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"601";"FD_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"602";"FG_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"603";"Tenc_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"604";"Text_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"605";"WD_MeanUnitVector";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2013-10-14T08:53:00Z"
"606";"WD_MeanVector";"1466062654";"Sainte Rose";"2013-10-14T08:59:00Z";"2016-05-26T08:36:00Z"
"607";"Hamount_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"608";"Patm_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"609";"WS_Mean";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
"610";"TinDL_Avg";"1466062654";"Sainte Rose";"2013-09-06T09:51:00Z";"2016-05-26T08:36:00Z"
