"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8"
"174";"RH_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"175";"U_CR_Min";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-11-08T11:04:00Z";"-21.271391";"55.43558";"152"
"176";"WS_Mean";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"177";"DP_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"178";"I_Load_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"179";"Patm_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"180";"Text_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"181";"U_Batt_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"182";"GHI_SPN1_A330_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"183";"Rain_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"184";"Temp_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-11-08T11:04:00Z";"-21.271391";"55.43558";"152"
"185";"T_DLF15_Avg";"1506091350";"Saint Louis";"2016-11-08T11:15:00Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"186";"Tenc_Avg";"1506091350";"Saint Louis";"2016-11-08T11:15:00Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"187";"U_in_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"188";"WD_MeanUnitVector";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"189";"I_in_Avg";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"190";"U_DLF15_Min";"1506091350";"Saint Louis";"2016-11-08T11:15:00Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"191";"WD_StdDev";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2016-12-07T15:02:00Z";"-21.271391";"55.43558";"152"
"192";"P_002_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"193";"DP_002_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"194";"DHI_001_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"195";"T_115_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"196";"T_301_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"197";"I_201_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"198";"RECORD";"1506091350";"Saint Louis";"2016-11-02T13:02:50Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"199";"T_215_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"200";"T_002_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"201";"WD_002_MeanUnitVector";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"202";"U_301_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"203";"GHI_001_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"204";"RH_002_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"205";"WS_002_Mean";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"206";"WD_002_StdDev";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"207";"I_301_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"208";"Rain_002_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"209";"I_101_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"210";"U_015_Min";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"211";"WSm_002_Max";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"212";"U_101_Avg";"1506091350";"Saint Louis";"2016-12-07T15:33:00Z";"2018-03-13T09:44:00Z";"-21.271391";"55.43558";"152"
"213";"FG_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-08-12T09:43:00Z";"-20.139386";"57.726052";"0"
"214";"FG_Max";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"215";"Hamount_Avg";"1465996208";"Mauritius Radio Telescope";"2016-03-14T19:54:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"216";"RH_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"217";"Text_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"218";"TinDL_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-08-12T09:43:00Z";"-20.139386";"57.726052";"0"
"219";"battVolt_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-08-12T09:43:00Z";"-20.139386";"57.726052";"0"
"220";"isRainReseted";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"221";"FDnum_Avg";"1465996208";"Mauritius Radio Telescope";"2016-03-14T19:55:00Z";"2016-08-12T09:43:00Z";"-20.139386";"57.726052";"0"
"222";"FG_Min";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"223";"Rain_Totale";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"224";"U_DLF4_Avg";"1465996208";"Mauritius Radio Telescope";"2016-11-07T11:34:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"225";"WSmax_Max";"1465996208";"Mauritius Radio Telescope";"2016-03-14T19:54:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"226";"FD_Min";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"227";"Rp_Max";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"228";"Text_Min";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"229";"WD_MeanUnitVector";"1465996208";"Mauritius Radio Telescope";"2016-03-14T19:54:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"230";"WD_StdDev";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"231";"WS_Mean";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"232";"FGnum_Avg";"1465996208";"Mauritius Radio Telescope";"2016-03-14T19:55:00Z";"2016-08-12T09:43:00Z";"-20.139386";"57.726052";"0"
"233";"GHI_SPN1_A626_Avg";"1465996208";"Mauritius Radio Telescope";"2016-11-07T11:34:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"234";"Rain";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"235";"Ri_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"236";"T_DLF4_Avg";"1465996208";"Mauritius Radio Telescope";"2016-11-07T11:34:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"237";"Tenc_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"238";"WD_MeanVector";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"239";"DHI_SPN1_A626_Avg";"1465996208";"Mauritius Radio Telescope";"2016-11-07T11:34:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"240";"FD_Max";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"241";"FD_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-08-12T09:43:00Z";"-20.139386";"57.726052";"0"
"242";"RECORD";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"243";"Text_Max";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"244";"Rain_Avg";"1465996208";"Mauritius Radio Telescope";"2016-03-14T19:54:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"245";"Patm_Avg";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2017-02-28T14:59:00Z";"-20.139386";"57.726052";"0"
"246";"WSx_Max";"1465996208";"Mauritius Radio Telescope";"2015-11-05T11:22:00Z";"2016-02-10T21:15:00Z";"-20.139386";"57.726052";"0"
"247";"RH_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"248";"WD_MeanVector";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-05-06T10:21:00Z";"-21.12894";"55.47332";"0"
"249";"FDnum_Avg";"1466078313";"Cilaos Thermes";"0";"0";"-21.12894";"55.47332";"0"
"250";"Text_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"251";"WD_StdDev";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"252";"battVolt_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"253";"FGnum_Avg";"1466078313";"Cilaos Thermes";"0";"0";"-21.12894";"55.47332";"0"
"254";"Tenc_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"255";"TinDL_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"256";"Rain_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"257";"FG_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"258";"Patm_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"259";"WS_Mean";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"260";"FD_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"261";"Hamount_Avg";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"262";"RECORD";"1466078313";"Cilaos Thermes";"2013-03-27T15:59:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"263";"WD_MeanUnitVector";"1466078313";"Cilaos Thermes";"2013-05-06T10:22:00Z";"2013-06-24T11:41:00Z";"-21.12894";"55.47332";"0"
"264";"RH";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z";"-20.90146";"55.483593";"0"
"265";"Tenc";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z";"-20.90146";"55.483593";"0"
"266";"WD_MeanUnitVector";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z";"-20.90146";"55.483593";"0"
"267";"WS_Mean";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z";"-20.90146";"55.483593";"0"
"268";"RECORD";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z";"-20.90146";"55.483593";"0"
"269";"DHI_SPN1";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z";"-20.90146";"55.483593";"0"
"270";"GHI_SPN1";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z";"-20.90146";"55.483593";"0"
"271";"Rain";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z";"-20.90146";"55.483593";"0"
"272";"WD_StdDev";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z";"-20.90146";"55.483593";"0"
"273";"Patm";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z";"-20.90146";"55.483593";"0"
"274";"U_batt";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z";"-20.90146";"55.483593";"0"
"275";"T_CR";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2017-06-27T13:53:07Z";"-20.90146";"55.483593";"0"
"276";"Text";"1487856319";"Moufia Qi";"2016-04-21T11:07:07Z";"2016-04-28T13:48:55Z";"-20.90146";"55.483593";"0"
"277";"TinDL_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z";"-21.141754";"55.489703";"0"
"278";"battVolt_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z";"-21.141754";"55.489703";"0"
"279";"Text_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z";"-21.141754";"55.489703";"0"
"280";"RECORD";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z";"-21.141754";"55.489703";"0"
"281";"Tenc_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z";"-21.141754";"55.489703";"0"
"282";"FDnum_Avg";"1466078467";"Cilaos Bras Sec";"0";"0";"-21.141754";"55.489703";"0"
"283";"FD_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z";"-21.141754";"55.489703";"0"
"284";"FG_Avg";"1466078467";"Cilaos Bras Sec";"2012-12-17T16:07:00Z";"2013-06-24T10:32:00Z";"-21.141754";"55.489703";"0"
"285";"FGnum_Avg";"1466078467";"Cilaos Bras Sec";"0";"0";"-21.141754";"55.489703";"0"
"286";"GHI_SPN1_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2016-11-10T15:23:00Z";"-20.90146";"55.483593";"0"
"287";"DHI_SPN1_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2016-11-10T15:23:00Z";"-20.90146";"55.483593";"0"
"288";"T_Coffret_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2016-11-10T15:23:00Z";"-20.90146";"55.483593";"0"
"289";"DP_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:38:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"290";"U_DLF18_Min";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"291";"T_DLF18_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"292";"GHI_SPN1_A1212_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"293";"WSmax_Max";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"294";"DNI_CHP1_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"295";"WD_MeanUnitVector";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"296";"WSmax_TMx";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"297";"WD_StdDev";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"298";"WS_Mean";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"299";"GHI_CMP22_Avg";"1510919492";"UR - BSRN";"2016-08-14T17:11:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"300";"Rain_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"301";"Text_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"302";"DHI_CMP22_Avg";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"303";"Patm_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"304";"DHI_SPN1_A1212_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"305";"RH_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"306";"Tenc_Avg";"1510919492";"UR - BSRN";"2016-11-10T15:37:00Z";"2017-03-14T10:26:00Z";"-20.90146";"55.483593";"0"
"307";"U_018_Min";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"308";"RECORD";"1510919492";"UR - BSRN";"2016-08-10T08:30:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"309";"DHI_021_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"310";"T_527_Avg";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"311";"UVA_026_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"312";"UE_526_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"313";"DNI_025_Avg";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"314";"GHI_020_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"315";"UVE_026_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"316";"UA_526_Avg";"1510919492";"UR - BSRN";"2017-10-16T09:25:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"317";"IR_027_Avg";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"318";"T_218_Avg";"1510919492";"UR - BSRN";"2017-09-09T15:16:00Z";"2017-12-13T14:54:00Z";"-20.90146";"55.483593";"0"
"319";"FGnum_Avg";"1466062510";"Saint Joseph";"0";"0";"-21.379077";"55.619688";"0"
"320";"battVolt_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"321";"RH_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"322";"Rain_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"323";"WD_MeanVector";"1466062510";"Saint Joseph";"2013-10-14T09:30:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"324";"WD_StdDev";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"325";"Text_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"326";"FG_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"327";"TinDL_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"328";"WS_Mean";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"329";"FD_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"330";"FDnum_Avg";"1466062510";"Saint Joseph";"0";"0";"-21.379077";"55.619688";"0"
"331";"Hamount_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"332";"Patm_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"333";"RECORD";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"334";"Tenc_Avg";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2015-06-23T17:06:00Z";"-21.379077";"55.619688";"0"
"335";"WD_MeanUnitVector";"1466062510";"Saint Joseph";"2013-09-30T11:01:00Z";"2013-10-14T09:16:00Z";"-21.379077";"55.619688";"0"
"336";"Rain_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"337";"Patm_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"338";"ILoad_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"339";"RECORD";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"340";"WD_StdDev";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"341";"Chg_State";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"342";"Chg_TmpC_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"343";"I_in_chg_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"344";"WD_MeanUnitVector";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"345";"WS_Mean";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"346";"Chg_Source";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"347";"Thermoc_Temp_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"348";"SPN1_DHI_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"349";"batt_volt_Min";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"350";"SPN1_GHI_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"351";"Text_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"352";"RH_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"353";"VBatt_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"354";"Ck_Batt";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"355";"Thermoc_PTemp_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
