POSTE;DATE;T;FF2;DD2;U;GLO
97413545;2011080522;;0.6;;;0
97413545;2011080523;;0.6;;;0
97413545;2011080600;;0.3;;;0
97413545;2011080601;;0.3;;;0
97413545;2011080602;;0.6;;;0
97413545;2011080603;;0.6;;;0
97413545;2011080604;;0.6;;;0
97413545;2011080605;;0.6;;;0
97413545;2011080606;;0.8;;;0
97413545;2011080607;;0.0;;;2
97413545;2011080608;;0.3;;;64
97413545;2011080609;;0.3;;;180
97413545;2011080610;;0.8;;;236
97413545;2011080611;;1.1;;;276
97413545;2011080612;;1.1;;;240
97413545;2011080613;;1.4;;;188
97413545;2011080614;;1.1;;;122
97413545;2011080615;;0.8;;;158
97413545;2011080616;;0.8;;;74
97413545;2011080617;;0.3;;;14
97413545;2011080618;;0.3;;;0
97413545;2011080619;;0.0;;;0
97413545;2011080620;;0.3;;;0
97413545;2011080621;;0.6;;;0
97413545;2011080622;;0.8;;;0
97413545;2011080623;;0.3;;;0
97413545;2011080700;;0.3;;;0
97413545;2011080701;;0.3;;;0
97413545;2011080702;;0.0;;;0
97413545;2011080703;;0.3;;;0
97413545;2011080704;;0.6;;;0
97413545;2011080705;;0.3;;;0
97413545;2011080706;;0.6;;;0
97413545;2011080707;;0.0;;;2
97413545;2011080708;;0.3;;;66
97413545;2011080709;;0.6;;;192
97413545;2011080710;;0.6;;;90
97413545;2011080711;;1.4;;;194
97413545;2011080712;;1.4;;;154
97413545;2011080713;;1.4;;;162
97413545;2011080714;;1.7;;;202
97413545;2011080715;;1.1;;;188
97413545;2011080716;;1.4;;;110
97413545;2011080717;;1.4;;;38
97413545;2011080718;;0.6;;;0
97413545;2011080719;;0.3;;;0
97413545;2011080720;;0.6;;;0
97413545;2011080721;;0.3;;;0
97413545;2011080722;;0.6;;;0
97413545;2011080723;;0.0;;;0
97413545;2011080800;;0.3;;;0
97413545;2011080801;;0.0;;;0
97413545;2011080802;;0.6;;;0
97413545;2011080803;;0.3;;;0
97413545;2011080804;;0.6;;;0
97413545;2011080805;;0.3;;;0
97413545;2011080806;;0.3;;;0
97413545;2011080807;;0.0;;;2
97413545;2011080808;;0.3;;;64
97413545;2011080809;;0.3;;;182
97413545;2011080810;;0.8;;;248
97413545;2011080811;;1.7;;;270
97413545;2011080812;;1.9;;;294
97413545;2011080813;;1.4;;;258
97413545;2011080814;;1.9;;;224
97413545;2011080815;;1.9;;;182
97413545;2011080816;;1.9;;;112
97413545;2011080817;;1.4;;;32
97413545;2011080818;;0.8;;;0
97413545;2011080819;;0.8;;;0
97413545;2011080820;;0.6;;;0
97413545;2011080821;;0.3;;;0
97413545;2011080822;;0.6;;;0
97413545;2011080823;;0.6;;;0
97413545;2011080900;;0.8;;;0
97413545;2011080901;;0.6;;;0
97413545;2011080902;;0.6;;;0
97413545;2011080903;;0.3;;;0
97413545;2011080904;;0.3;;;0
97413545;2011080905;;0.3;;;0
97413545;2011080906;;0.3;;;2
97413545;2011080907;;0.0;;;2
97413545;2011080908;;0.3;;;66
97413545;2011080909;;0.3;;;188
97413545;2011080910;;0.8;;;242
97413545;2011080911;;1.7;;;272
97413545;2011080912;;1.4;;;142
97413545;2011080913;;1.1;;;120
97413545;2011080914;;1.1;;;84
97413545;2011080915;;0.3;;;48
97413545;2011080916;;0.3;;;26
97413545;2011080917;;0.0;;;8
97413545;2011080918;;0.3;;;0
97413545;2011080919;;0.0;;;0
97413545;2011080920;;0.3;;;0
97413545;2011080921;;0.3;;;0
97413545;2011080922;;0.3;;;0
97413545;2011080923;;0.3;;;0
97413545;2011081000;;0.3;;;0
97413545;2011081001;;0.0;;;0
97413545;2011081002;;0.3;;;0
97413545;2011081003;;0.6;;;0
97413545;2011081004;;0.3;;;0
97413545;2011081005;;0.3;;;0
97413545;2011081006;;0.3;;;2
97413545;2011081007;;0.3;;;2
97413545;2011081008;;0.3;;;66
97413545;2011081009;;0.3;;;190
97413545;2011081010;;0.6;;;156
97413545;2011081011;;0.6;;;128
97413545;2011081012;;0.3;;;216
97413545;2011081013;;0.8;;;234
97413545;2011081014;;0.8;;;208
97413545;2011081015;;0.8;;;194
97413545;2011081016;;0.6;;;96
97413545;2011081017;;1.4;;;36
97413545;2011081018;;0.6;;;0
97413545;2011081019;;0.3;;;0
97413545;2011081020;;0.6;;;0
97413545;2011081021;;0.3;;;0
97413545;2011081022;;0.6;;;0
97413545;2011081023;;0.0;;;0
97413545;2011081100;;0.3;;;0
97413545;2011081101;;0.3;;;0
97413545;2011081102;;0.3;;;0
97413545;2011081103;;0.6;;;0
97413545;2011081104;;0.6;;;0
97413545;2011081105;;0.3;;;0
97413545;2011081106;;0.8;;;0
97413545;2011081107;;0.0;;;2
97413545;2011081108;;0.6;;;70
97413545;2011081109;;0.3;;;192
97413545;2011081110;;0.6;;;224
97413545;2011081111;;1.1;;;262
97413545;2011081112;;1.4;;;236
97413545;2011081113;;1.4;;;134
97413545;2011081114;;1.7;;;158
97413545;2011081115;;1.7;;;76
97413545;2011081116;;1.7;;;68
97413545;2011081117;;0.8;;;14
97413545;2011081118;;0.6;;;0
97413545;2011081119;;0.3;;;0
97413545;2011081120;;0.6;;;0
97413545;2011081121;;0.6;;;0
97413545;2011081122;;0.3;;;0
97413545;2011081123;;0.3;;;0
97413545;2011081200;;0.3;;;0
97413545;2011081201;;0.6;;;0
97413545;2011081202;;0.3;;;0
97413545;2011081203;;0.6;;;0
97413545;2011081204;;0.8;;;0
97413545;2011081205;;0.3;;;0
97413545;2011081206;;0.6;;;2
97413545;2011081207;;0.0;;;2
97413545;2011081208;;0.8;;;76
97413545;2011081209;;1.1;;;188
97413545;2011081210;;0.8;;;204
97413545;2011081211;;1.1;;;252
97413545;2011081212;;0.6;;;78
97413545;2011081213;;0.8;;;90
97413545;2011081214;;1.1;;;182
97413545;2011081215;;1.1;;;78
97413545;2011081216;;1.4;;;50
97413545;2011081217;;0.6;;;14
97413545;2011081218;;0.3;;;0
97413545;2011081219;;0.0;;;0
97413545;2011081220;;0.3;;;0
97413545;2011081221;;0.6;;;0
97413545;2011081222;;0.6;;;0
97413545;2011081223;;0.3;;;0
97413545;2011081300;;;;;0
97413545;2011081301;;;;;0
97413545;2011081302;;;;;0
97413545;2011081303;;;;;0
97413545;2011081304;;;;;0
97413545;2011081305;;;;;0
97413545;2011081306;;;;;2
97413545;2011081307;;;;;2
97413545;2011081308;;0.3;;;78
97413545;2011081309;;0.6;;;188
97413545;2011081310;;0.6;;;172
97413545;2011081311;;0.6;;;132
97413545;2011081312;;0.6;;;90
97413545;2011081313;;0.6;;;118
97413545;2011081314;;0.6;;;156
97413545;2011081315;;0.8;;;170
97413545;2011081316;;0.8;;;84
97413545;2011081317;;0.6;;;40
97413545;2011081318;;0.6;;;0
97413545;2011081319;;0.8;;;0
97413545;2011081320;;0.3;;;0
97413545;2011081321;;0.6;;;0
97413545;2011081322;;0.3;;;0
97413545;2011081323;;0.6;;;0
97413545;2011081400;;0.8;;;0
97413545;2011081401;;0.3;;;0
97413545;2011081402;;0.6;;;0
97413545;2011081403;;0.3;;;0
97413545;2011081404;;0.3;;;0
97413545;2011081405;;0.6;;;0
97413545;2011081406;;0.6;;;2
97413545;2011081407;;0.3;;;2
97413545;2011081408;;0.3;;;68
97413545;2011081409;;0.6;;;112
97413545;2011081410;;0.3;;;82
97413545;2011081411;;0.6;;;74
97413545;2011081412;;0.3;;;66
97413545;2011081413;;0.6;;;92
97413545;2011081414;;0.0;;;72
97413545;2011081415;;0.6;;;66
97413545;2011081416;;0.6;;;52
97413545;2011081417;;0.6;;;16
97413545;2011081418;;0.3;;;0
97413545;2011081419;;0.6;;;0
97413545;2011081420;;0.0;;;0
97413545;2011081421;;0.0;;;0
97413545;2011081422;;0.3;;;0
97413545;2011081423;;0.6;;;0
97413545;2011081500;;0.6;;;0
97413545;2011081501;;0.6;;;0
97413545;2011081502;;0.3;;;0
97413545;2011081503;;0.6;;;0
97413545;2011081504;;0.6;;;0
97413545;2011081505;;0.3;;;0
97413545;2011081506;;0.3;;;0
97413545;2011081507;;0.3;;;4
97413545;2011081508;;0.0;;;30
97413545;2011081509;;0.0;;;118
97413545;2011081510;;0.8;;;78
97413545;2011081511;;1.1;;;130
97413545;2011081512;;1.4;;;114
97413545;2011081513;;1.7;;;216
97413545;2011081514;;1.4;;;192
97413545;2011081515;;1.4;;;186
97413545;2011081516;;0.6;;;58
97413545;2011081517;;0.0;;;14
97413545;2011081518;;0.8;;;0
97413545;2011081519;;0.8;;;0
97413545;2011081520;;0.8;;;0
97413545;2011081521;;0.6;;;0
97413545;2011081522;;0.3;;;0
97413545;2011081523;;0.8;;;0
97413545;2011081600;;0.3;;;0
97413545;2011081601;;0.3;;;0
97413545;2011081602;;0.3;;;0
97413545;2011081603;;0.6;;;0
97413545;2011081604;;0.6;;;0
97413545;2011081605;;0.3;;;0
97413545;2011081606;;0.3;;;2
97413545;2011081607;;0.0;;;6
97413545;2011081608;;0.3;;;80
97413545;2011081609;;0.0;;;192
97413545;2011081610;;0.6;;;248
97413545;2011081611;;0.6;;;204
97413545;2011081612;;0.8;;;108
97413545;2011081613;;1.1;;;162
97413545;2011081614;;1.1;;;130
97413545;2011081615;;1.4;;;70
97413545;2011081616;;1.1;;;106
97413545;2011081617;;1.4;;;40
97413545;2011081618;;0.8;;;0
97413545;2011081619;;0.8;;;0
97413545;2011081620;;0.3;;;0
97413545;2011081621;;0.6;;;0
97413545;2011081622;;0.3;;;0
97413545;2011081623;;0.0;;;0
97413545;2011081700;;0.3;;;0
97413545;2011081701;;0.3;;;0
97413545;2011081702;;0.3;;;0
97413545;2011081703;;0.3;;;0
97413545;2011081704;;0.6;;;0
97413545;2011081705;;0.3;;;0
97413545;2011081706;;0.3;;;2
97413545;2011081707;;0.0;;;2
97413545;2011081708;;0.3;;;78
97413545;2011081709;;0.3;;;136
97413545;2011081710;;0.6;;;136
97413545;2011081711;;0.6;;;52
97413545;2011081712;;0.8;;;60
97413545;2011081713;;0.8;;;70
97413545;2011081714;;0.8;;;52
97413545;2011081715;;0.8;;;44
97413545;2011081716;;0.8;;;40
97413545;2011081717;;0.8;;;22
97413545;2011081718;;0.3;;;0
97413545;2011081719;;0.3;;;0
97413545;2011081720;;0.3;;;0
97413545;2011081721;;0.3;;;0
97413545;2011081722;;0.3;;;0
97413545;2011081723;;0.3;;;0
97413545;2011081800;;0.8;;;0
97413545;2011081801;;0.6;;;0
97413545;2011081802;;0.6;;;0
97413545;2011081803;;0.6;;;0
97413545;2011081804;;0.3;;;0
97413545;2011081805;;0.3;;;0
97413545;2011081806;;0.6;;;2
97413545;2011081807;;0.3;;;2
97413545;2011081808;;0.0;;;80
97413545;2011081809;;0.3;;;198
97413545;2011081810;;0.6;;;250
97413545;2011081811;;1.1;;;290
97413545;2011081812;;1.4;;;298
97413545;2011081813;;1.7;;;288
97413545;2011081814;;1.1;;;232
97413545;2011081815;;0.3;;;120
97413545;2011081816;;0.3;;;96
97413545;2011081817;;0.8;;;30
97413545;2011081818;;0.8;;;2
97413545;2011081819;;0.3;;;0
97413545;2011081820;;0.3;;;0
97413545;2011081821;;0.3;;;0
97413545;2011081822;;0.3;;;0
97413545;2011081823;;0.3;;;0
97413545;2011081900;;0.3;;;0
97413545;2011081901;;0.0;;;0
97413545;2011081902;;0.6;;;0
97413545;2011081903;;0.3;;;0
97413545;2011081904;;0.3;;;0
97413545;2011081905;;0.6;;;0
97413545;2011081906;;0.6;;;0
97413545;2011081907;;0.3;;;2
97413545;2011081908;;0.3;;;80
97413545;2011081909;;0.3;;;194
97413545;2011081910;;0.8;;;258
97413545;2011081911;;0.8;;;290
97413545;2011081912;;1.1;;;248
97413545;2011081913;;0.6;;;196
97413545;2011081914;;1.1;;;154
97413545;2011081915;;0.0;;;86
97413545;2011081916;;0.3;;;56
97413545;2011081917;;0.6;;;18
97413545;2011081918;;0.6;;;0
97413545;2011081919;;0.8;;;0
97413545;2011081920;;0.6;;;0
97413545;2011081921;;0.3;;;0
97413545;2011081922;;0.6;;;0
97413545;2011081923;;0.6;;;0
97413545;2011082000;;0.6;;;0
97413545;2011082001;;0.6;;;0
97413545;2011082002;;0.8;;;0
97413545;2011082003;;0.6;;;0
97413545;2011082004;;0.6;;;0
97413545;2011082005;;0.6;;;0
97413545;2011082006;;0.6;;;2
97413545;2011082007;;0.0;;;2
97413545;2011082008;;0.0;;;80
97413545;2011082009;;0.3;;;194
97413545;2011082010;;0.6;;;256
97413545;2011082011;;1.1;;;246
97413545;2011082012;;0.8;;;322
97413545;2011082013;;1.1;;;286
97413545;2011082014;;1.4;;;244
97413545;2011082015;;1.1;;;192
97413545;2011082016;;1.1;;;146
97413545;2011082017;;0.3;;;56
97413545;2011082018;;0.6;;;0
97413545;2011082019;;0.3;;;0
97413545;2011082020;;0.3;;;0
97413545;2011082021;;0.6;;;0
97413545;2011082022;;0.8;;;0
97413545;2011082023;;0.3;;;0
97413545;2011082100;;0.3;;;0
97413545;2011082101;;0.6;;;0
97413545;2011082102;;0.3;;;0
97413545;2011082103;;0.6;;;0
97413545;2011082104;;0.3;;;0
97413545;2011082105;;0.3;;;0
97413545;2011082106;;0.6;;;2
97413545;2011082107;;0.0;;;6
97413545;2011082108;;1.1;;;86
97413545;2011082109;;1.1;;;174
97413545;2011082110;;1.4;;;92
97413545;2011082111;;0.8;;;46
97413545;2011082112;;0.8;;;60
97413545;2011082113;;1.1;;;100
97413545;2011082114;;1.1;;;126
97413545;2011082115;;1.4;;;84
97413545;2011082116;;1.4;;;92
97413545;2011082117;;1.7;;;58
97413545;2011082118;;0.8;;;0
97413545;2011082119;;0.6;;;0
97413545;2011082120;;0.3;;;0
97413545;2011082121;;0.6;;;0
97413545;2011082122;;0.3;;;0
97413545;2011082123;;0.6;;;0
97413545;2011082200;;0.6;;;0
97413545;2011082201;;0.3;;;0
97413545;2011082202;;0.6;;;0
97413545;2011082203;;0.3;;;0
97413545;2011082204;;0.3;;;0
97413545;2011082205;;0.3;;;0
97413545;2011082206;;0.3;;;2
97413545;2011082207;;0.3;;;4
97413545;2011082208;;0.3;;;88
97413545;2011082209;;0.6;;;104
97413545;2011082210;;1.1;;;150
97413545;2011082211;;1.1;;;136
97413545;2011082212;;0.8;;;66
97413545;2011082213;;0.8;;;66
97413545;2011082214;;1.1;;;84
97413545;2011082215;;0.8;;;68
97413545;2011082216;;0.8;;;62
97413545;2011082217;;0.6;;;14
97413545;2011082218;;0.3;;;0
97413545;2011082219;;0.6;;;0
97413545;2011082220;;0.3;;;0
97413545;2011082221;;0.3;;;0
97413545;2011082222;;0.6;;;0
97413545;2011082223;;0.3;;;0
97413545;2011082300;;0.6;;;0
97413545;2011082301;;0.6;;;0
97413545;2011082302;;0.6;;;0
97413545;2011082303;;0.6;;;0
97413545;2011082304;;0.6;;;0
97413545;2011082305;;0.6;;;0
97413545;2011082306;;0.6;;;2
97413545;2011082307;;0.3;;;2
97413545;2011082308;;0.3;;;88
97413545;2011082309;;0.8;;;192
97413545;2011082310;;1.9;;;256
97413545;2011082311;;2.2;;;294
97413545;2011082312;;2.5;;;292
97413545;2011082313;;2.5;;;280
97413545;2011082314;;2.2;;;222
97413545;2011082315;;2.5;;;202
97413545;2011082316;;2.2;;;54
97413545;2011082317;;1.9;;;10
97413545;2011082318;;2.2;;;2
97413545;2011082319;;2.5;;;0
97413545;2011082320;;2.2;;;0
97413545;2011082321;;2.5;;;0
97413545;2011082322;;1.4;;;0
97413545;2011082323;;0.6;;;0
97413545;2011082400;;0.6;;;0
97413545;2011082401;;0.8;;;0
97413545;2011082402;;0.6;;;0
97413545;2011082403;;0.6;;;0
97413545;2011082404;;0.8;;;0
97413545;2011082405;;0.3;;;0
97413545;2011082406;;0.6;;;0
97413545;2011082407;;0.3;;;4
97413545;2011082408;;0.6;;;86
97413545;2011082409;;0.8;;;210
97413545;2011082410;;2.2;;;264
97413545;2011082411;;2.8;;;304
97413545;2011082412;;3.1;;;342
97413545;2011082413;;2.8;;;312
97413545;2011082414;;2.2;;;258
97413545;2011082415;;2.5;;;192
97413545;2011082416;;1.4;;;84
97413545;2011082417;;1.7;;;24
97413545;2011082418;;1.4;;;0
97413545;2011082419;;0.6;;;0
97413545;2011082420;;0.8;;;0
97413545;2011082421;;0.8;;;0
97413545;2011082422;;0.8;;;0
97413545;2011082423;;0.6;;;0
97413545;2011082500;;0.8;;;0
97413545;2011082501;;0.3;;;0
97413545;2011082502;;0.6;;;0
97413545;2011082503;;0.6;;;0
97413545;2011082504;;0.8;;;0
97413545;2011082505;;1.7;;;0
97413545;2011082506;;1.1;;;2
97413545;2011082507;;0.3;;;4
97413545;2011082508;;1.9;;;94
97413545;2011082509;;1.9;;;214
97413545;2011082510;;1.9;;;224
97413545;2011082511;;1.4;;;136
97413545;2011082512;;1.9;;;104
97413545;2011082513;;1.4;;;86
97413545;2011082514;;1.4;;;46
97413545;2011082515;;1.1;;;22
97413545;2011082516;;1.7;;;44
97413545;2011082517;;1.7;;;34
97413545;2011082518;;1.7;;;0
97413545;2011082519;;1.4;;;0
97413545;2011082520;;1.4;;;0
97413545;2011082521;;1.4;;;0
97413545;2011082522;;1.1;;;0
97413545;2011082523;;0.6;;;0
97413545;2011082600;;0.6;;;0
97413545;2011082601;;0.6;;;0
97413545;2011082602;;0.6;;;0
97413545;2011082603;;0.3;;;0
97413545;2011082604;;0.3;;;0
97413545;2011082605;;0.3;;;0
97413545;2011082606;;0.6;;;2
97413545;2011082607;;0.0;;;4
97413545;2011082608;;0.3;;;88
97413545;2011082609;;1.1;;;206
97413545;2011082610;;1.1;;;250
97413545;2011082611;;1.1;;;202
97413545;2011082612;;1.1;;;128
97413545;2011082613;;0.8;;;188
97413545;2011082614;;1.1;;;136
97413545;2011082615;;0.8;;;160
97413545;2011082616;;1.1;;;132
97413545;2011082617;;0.6;;;48
97413545;2011082618;;0.3;;;0
97413545;2011082619;;0.3;;;0
97413545;2011082620;;0.3;;;0
97413545;2011082621;;0.3;;;0
97413545;2011082622;;0.0;;;0
97413545;2011082623;;0.3;;;0
97413545;2011082700;;0.0;;;0
97413545;2011082701;;0.6;;;0
97413545;2011082702;;0.0;;;0
97413545;2011082703;;0.6;;;0
97413545;2011082704;;0.6;;;0
97413545;2011082705;;0.6;;;0
97413545;2011082706;;0.3;;;2
97413545;2011082707;;0.3;;;4
97413545;2011082708;;0.6;;;92
97413545;2011082709;;0.8;;;220
97413545;2011082710;;1.4;;;248
97413545;2011082711;;1.4;;;292
97413545;2011082712;;1.9;;;322
97413545;2011082713;;1.4;;;294
97413545;2011082714;;1.4;;;252
97413545;2011082715;;1.7;;;152
97413545;2011082716;;1.4;;;130
97413545;2011082717;;1.4;;;42
97413545;2011082718;;0.8;;;2
97413545;2011082719;;0.6;;;0
97413545;2011082720;;0.6;;;0
97413545;2011082721;;0.3;;;0
97413545;2011082722;;0.3;;;0
97413545;2011082723;;0.3;;;0
97413545;2011082800;;0.3;;;0
97413545;2011082801;;0.3;;;0
97413545;2011082802;;0.6;;;0
97413545;2011082803;;0.3;;;0
97413545;2011082804;;0.3;;;0
97413545;2011082805;;0.6;;;0
97413545;2011082806;;0.6;;;2
97413545;2011082807;;0.0;;;2
97413545;2011082808;;0.3;;;90
97413545;2011082809;;0.6;;;212
97413545;2011082810;;0.6;;;190
97413545;2011082811;;1.4;;;208
97413545;2011082812;;1.7;;;208
97413545;2011082813;;1.9;;;250
97413545;2011082814;;2.2;;;262
97413545;2011082815;;2.5;;;206
97413545;2011082816;;2.2;;;120
97413545;2011082817;;2.2;;;36
97413545;2011082818;;1.4;;;0
97413545;2011082819;;0.6;;;0
97413545;2011082820;;0.6;;;2
97413545;2011082821;;0.6;;;0
97413545;2011082822;;0.3;;;0
97413545;2011082823;;0.6;;;0
97413545;2011082900;;0.3;;;0
97413545;2011082901;;0.8;;;0
97413545;2011082902;;0.6;;;0
97413545;2011082903;;0.3;;;0
97413545;2011082904;;0.6;;;0
97413545;2011082905;;0.6;;;0
97413545;2011082906;;0.3;;;2
97413545;2011082907;;0.0;;;2
97413545;2011082908;;0.3;;;70
97413545;2011082909;;0.6;;;208
97413545;2011082910;;1.7;;;172
97413545;2011082911;;1.4;;;118
97413545;2011082912;;1.9;;;156
97413545;2011082913;;1.9;;;158
97413545;2011082914;;2.5;;;122
97413545;2011082915;;1.4;;;58
97413545;2011082916;;0.8;;;48
97413545;2011082917;;1.7;;;36
97413545;2011082918;;1.1;;;0
97413545;2011082919;;0.8;;;0
97413545;2011082920;;0.3;;;0
97413545;2011082921;;0.6;;;0
97413545;2011082922;;0.8;;;0
97413545;2011082923;;1.1;;;0
97413545;2011083000;;1.4;;;0
97413545;2011083001;;1.4;;;0
97413545;2011083002;;1.4;;;0
97413545;2011083003;;1.1;;;0
97413545;2011083004;;1.1;;;0
97413545;2011083005;;1.1;;;0
97413545;2011083006;;1.1;;;2
97413545;2011083007;;0.3;;;4
97413545;2011083008;;1.4;;;108
97413545;2011083009;;1.9;;;226
97413545;2011083010;;1.9;;;296
97413545;2011083011;;1.9;;;258
97413545;2011083012;;2.8;;;328
97413545;2011083013;;2.8;;;320
97413545;2011083014;;2.8;;;222
97413545;2011083015;;2.2;;;150
97413545;2011083016;;1.9;;;124
97413545;2011083017;;1.7;;;42
97413545;2011083018;;1.7;;;0
97413545;2011083019;;0.8;;;0
97413545;2011083020;;1.1;;;0
97413545;2011083021;;1.4;;;0
97413545;2011083022;;0.6;;;0
97413545;2011083023;;0.6;;;0
97413545;2011083100;;0.3;;;0
97413545;2011083101;;0.6;;;0
97413545;2011083102;;0.3;;;0
97413545;2011083103;;0.6;;;0
97413545;2011083104;;0.6;;;0
97413545;2011083105;;0.6;;;0
97413545;2011083106;;0.3;;;2
97413545;2011083107;;0.3;;;2
97413545;2011083108;;0.3;;;102
97413545;2011083109;;0.6;;;228
97413545;2011083110;;1.1;;;180
97413545;2011083111;;1.1;;;160
97413545;2011083112;;2.2;;;84
97413545;2011083113;;1.7;;;52
97413545;2011083114;;1.1;;;124
97413545;2011083115;;1.7;;;110
97413545;2011083116;;1.9;;;108
97413545;2011083117;;2.2;;;34
97413545;2011083118;;1.9;;;0
97413545;2011083119;;1.4;;;0
97413545;2011083120;;0.6;;;0
97413545;2011083121;;0.6;;;0
97413545;2011083122;;0.3;;;0
97413545;2011083123;;0.3;;;0
97413545;2011090100;;0.3;;;0
97413545;2011090101;;0.6;;;0
97413545;2011090102;;0.3;;;0
97413545;2011090103;;0.6;;;0
97413545;2011090104;;0.6;;;0
97413545;2011090105;;0.3;;;0
97413545;2011090106;;0.6;;;4
97413545;2011090107;;0.3;;;2
97413545;2011090108;;0.3;;;116
97413545;2011090109;;0.8;;;220
97413545;2011090110;;1.7;;;252
97413545;2011090111;;1.1;;;172
97413545;2011090112;;1.1;;;184
97413545;2011090113;;1.4;;;172
97413545;2011090114;;1.4;;;146
97413545;2011090115;;1.1;;;186
97413545;2011090116;;1.1;;;80
97413545;2011090117;;1.4;;;44
97413545;2011090118;;0.6;;;0
97413545;2011090119;;0.3;;;0
97413545;2011090120;;0.3;;;0
97413545;2011090121;;0.3;;;0
97413545;2011090122;;0.3;;;0
97413545;2011090123;;0.3;;;0
97413545;2011090200;;0.6;;;0
97413545;2011090201;;0.3;;;0
97413545;2011090202;;0.3;;;0
97413545;2011090203;;0.0;;;0
97413545;2011090204;;0.6;;;0
97413545;2011090205;;0.6;;;0
97413545;2011090206;;0.6;;;2
97413545;2011090207;;0.3;;;4
97413545;2011090208;;0.0;;;118
97413545;2011090209;;1.1;;;224
97413545;2011090210;;1.7;;;250
97413545;2011090211;;1.4;;;158
97413545;2011090212;;1.1;;;140
97413545;2011090213;;1.7;;;266
97413545;2011090214;;0.8;;;176
97413545;2011090215;;1.1;;;126
97413545;2011090216;;0.8;;;102
97413545;2011090217;;0.6;;;44
97413545;2011090218;;0.3;;;0
97413545;2011090219;;0.0;;;0
97413545;2011090220;;0.6;;;0
97413545;2011090221;;0.3;;;0
97413545;2011090222;;0.6;;;0
97413545;2011090223;;0.3;;;0
97413545;2011090300;;0.6;;;0
97413545;2011090301;;0.3;;;0
97413545;2011090302;;0.6;;;0
97413545;2011090303;;0.6;;;0
97413545;2011090304;;0.6;;;0
97413545;2011090305;;0.6;;;0
97413545;2011090306;;0.8;;;4
97413545;2011090307;;0.0;;;2
97413545;2011090308;;0.0;;;124
97413545;2011090309;;0.3;;;226
97413545;2011090310;;0.8;;;278
97413545;2011090311;;1.9;;;316
97413545;2011090312;;1.4;;;274
97413545;2011090313;;1.7;;;248
97413545;2011090314;;1.7;;;198
97413545;2011090315;;1.4;;;224
97413545;2011090316;;1.4;;;112
97413545;2011090317;;1.7;;;46
97413545;2011090318;;1.4;;;0
97413545;2011090319;;1.1;;;0
97413545;2011090320;;1.1;;;0
97413545;2011090321;;0.6;;;0
97413545;2011090322;;0.6;;;0
97413545;2011090323;;0.3;;;0
97413545;2011090400;;0.6;;;0
97413545;2011090401;;0.6;;;0
97413545;2011090402;;0.6;;;0
97413545;2011090403;;0.6;;;0
97413545;2011090404;;0.3;;;0
97413545;2011090405;;0.6;;;0
97413545;2011090406;;0.3;;;4
97413545;2011090407;;0.0;;;2
97413545;2011090408;;0.0;;;128
97413545;2011090409;;0.6;;;220
97413545;2011090410;;0.8;;;180
97413545;2011090411;;1.7;;;232
97413545;2011090412;;0.6;;;196
97413545;2011090413;;1.1;;;170
97413545;2011090414;;1.7;;;134
97413545;2011090415;;1.4;;;74
97413545;2011090416;;1.9;;;38
97413545;2011090417;;1.7;;;42
97413545;2011090418;;0.3;;;0
97413545;2011090419;;0.6;;;0
97413545;2011090420;;0.3;;;0
97413545;2011090421;;0.6;;;0
97413545;2011090422;;0.3;;;0
97413545;2011090423;;0.3;;;0
97413545;2011090500;;0.3;;;0
97413545;2011090501;;0.3;;;0
97413545;2011090502;;0.0;;;0
97413545;2011090503;;0.3;;;0
97413545;2011090504;;0.3;;;0
97413545;2011090505;;0.3;;;0
97413545;2011090506;;0.6;;;6
97413545;2011090507;;0.0;;;8
97413545;2011090508;;0.3;;;126
97413545;2011090509;;0.6;;;222
97413545;2011090510;;0.8;;;274
97413545;2011090511;;1.1;;;172
97413545;2011090512;;1.1;;;238
97413545;2011090513;;1.1;;;142
97413545;2011090514;;1.7;;;206
97413545;2011090515;;1.7;;;202
97413545;2011090516;;1.7;;;114
97413545;2011090517;;1.7;;;36
97413545;2011090518;;0.8;;;0
97413545;2011090519;;0.3;;;0
97413545;2011090520;;0.3;;;0
97413545;2011090521;;0.6;;;0
97413545;2011090522;;0.6;;;0
97413545;2011090523;;0.6;;;0
97413545;2011090600;;0.6;;;0
97413545;2011090601;;0.8;;;0
97413545;2011090602;;0.6;;;0
97413545;2011090603;;0.3;;;0
97413545;2011090604;;0.6;;;0
97413545;2011090605;;0.6;;;0
97413545;2011090606;;0.6;;;4
97413545;2011090607;;0.3;;;4
97413545;2011090608;;0.0;;;124
97413545;2011090609;;0.3;;;226
97413545;2011090610;;1.1;;;202
97413545;2011090611;;1.4;;;306
97413545;2011090612;;1.7;;;326
97413545;2011090613;;1.4;;;308
97413545;2011090614;;1.1;;;258
97413545;2011090615;;1.4;;;200
97413545;2011090616;;1.7;;;122
97413545;2011090617;;1.4;;;38
97413545;2011090618;;1.4;;;0
97413545;2011090619;;0.8;;;0
97413545;2011090620;;0.8;;;0
97413545;2011090621;;0.8;;;0
97413545;2011090622;;0.6;;;0
97413545;2011090623;;0.6;;;0
97413545;2011090700;;0.6;;;0
97413545;2011090701;;0.3;;;0
97413545;2011090702;;0.6;;;0
97413545;2011090703;;0.6;;;0
97413545;2011090704;;0.6;;;0
97413545;2011090705;;0.8;;;0
97413545;2011090706;;0.6;;;4
